1295981655.566125000,tenant-internet.com,True,79
1295981655.572420000,gadanguides.com,True,75
1295981655.580413000,charityjob.co.uk,True,76
1295981655.581606000,sarahpartridge.net,True,78
1295981655.583999000,ecolems.com,True,71
1295981688.256731000,marilynlingerie.com,True,79
1295981790.372866000,anvilnetworksolutions.net,True,85
1361916156.093981000,cdmail.fr,True,69
1361916156.268925000,freeditorial.com,True,76
1361916162.067795000,ciber.com,True,69
1361916169.071478000,get-webby.com,True,73
1361916180.144753000,gadgetgearpro.com,True,77
1361916180.209750000,sonoma-marinfair.org,True,80
1361916180.211015000,ishidatic.com,True,73
1361916182.734859000,minecraftserverdeals.com,True,84
1361916184.939731000,romney.com,True,70
1361916187.097440000,bookingnest.com,True,75
1361916189.443677000,metar.gr,True,68
1361916189.532492000,bigliettieventi.info,True,80
1361916189.903753000,asseenontvlaunchpad.com,True,83
1361916191.953696000,ftf.com,True,67
1361916192.063082000,polymth.com,True,71
1361916197.274283000,crsgfk.de,True,69
1361916202.778507000,urbannetwork.co.uk,True,78
1361916205.289126000,synrc.com,True,69
1361916205.417057000,callcomm.info,True,73
1361916211.549037000,ceskykutil.cz,True,73
1361916211.803712000,ximangquantrieu.com,True,79
1361916212.050860000,shishioh.info,True,73
1361916215.789803000,vpndefender.com,True,75
1361916219.270423000,hutago.com,True,70
1361916222.310465000,tangkas888.com,True,74
1361916222.421626000,egov.sy,True,67
1361916225.306249000,abmcare.com,True,71
1361916229.154783000,iael.com,True,68
1361916237.119231000,sailor.pl,True,69
1361916239.685761000,skyhightmatter.info,True,79
1361916242.308067000,autopareri.com,True,74
1361916244.786158000,cia.it,True,66
1361916244.896574000,texasbeyondhistory.net,True,82
1361916245.020097000,gardenofwords.com,True,77
1361916245.075566000,giuseppelivraghi.it,True,79
1361916247.331387000,hdcric.com,True,70
1361916247.640452000,chekiang.info,True,73
1361916250.662728000,archiportale.com,True,76
1361916253.388639000,de.vu,True,65
1361916261.338010000,teachmyass.info,True,75
1361916265.813720000,nasaspaceflight.com,True,79
1361916270.364574000,consumerreviews24.com,True,81
1361916270.808593000,dilw.ie,True,67
1361916277.956333000,bbqinjector.com,True,75
1361916278.071466000,gxjbsj.com,True,70
1361916286.380785000,fmnara.com,True,70
1361916289.089483000,pet-connect.ru,True,74
1361916295.430899000,synchchaos.com,True,74
1361916297.538443000,uca.edu,True,67
1361916298.100300000,oaister.org,True,71
1361916300.110635000,chenghuavideo.asia,True,78
1361916300.140535000,video-peche-poisson.fr,True,82
1361916300.575936000,currencyrates.org,True,77
1361916303.769538000,zpav.pl,True,67
1361916306.511125000,tawali.com,True,70
1361916306.684512000,dock2office.com,True,75
1361916308.751457000,vlielandoutdoorcenter.nl,True,84
1361916308.849186000,gregginn.com,True,72
1361916312.184107000,arcoat.com,True,70
1361916315.521246000,cushinglawoffices.com,True,81
1361916321.244773000,eggcityradio.com,True,76
1361916321.520982000,michaelbyers.org,True,76
1361916348.777222000,stkpro.ru,True,69
1361916352.966771000,silveropt.ru,True,72
1361916355.722418000,topbarbee.com,True,73
1361916356.153696000,teleskill.it,True,72
1361916359.736938000,virtualjerusalem.com,True,80
1361916359.776840000,morban.co.uk,True,72
1361916359.942607000,mechachal.org,True,73
1361916366.295758000,noblewomanhood.com,True,78
1361916371.275313000,cosmeticaestheticsurgery.com,True,88
1361916371.364914000,note-so-easy.co.za,True,78
1361916379.414938000,vietcapitaltour.com,True,79
1361916379.632688000,ncees.org,True,69
1361916382.382616000,laigang001.com,True,74
1361916386.752904000,verlockeshop.de,True,75
1361916390.220417000,clickdownloadfiles.com,True,82
1361916393.796145000,e-hps.com,True,69
1361916393.805631000,drglendza.co.rs,True,75
1361916398.372750000,ghimpele.ro,True,71
1361916424.868158000,pahibu.net,True,70
1361916425.367445000,trackcheatingspouse.com,True,83
1361916429.297243000,dricom-hosting.nl,True,77
1361916432.652462000,medipacademy.com,True,76
1361916435.505107000,e-daily.gr,True,70
1361916435.511255000,cuteteenschoolgirlz.com,True,83
1361916440.715586000,hralda.info,True,71
1361916446.202182000,sendrakhizonline.com,True,80
1361916449.767017000,hayalforum.net,True,74
1361916453.085209000,begleyhutton.com,True,76
1361916453.338071000,bmw-parts.ru,True,72
1361916453.420208000,rterc.in,True,68
1361916455.896172000,monitis.com,True,71
